RF00137	RF00137	Gm22589
		Gm23096
		Gm25308
		Mir5103
		Gm23668
		Gm26025
		Gm24527
		Gm24029
		Mir93
		Mir7017
		AC133103.4
		Gm26379
		Gm24390
		Gm25865
RF00105	RF00105	Gm24088
		Gm27452
		Mir743b
		Gm23705
		Mir142b
		Mir450-2
	Ccdc87	Ccdc87
		Gm22605
		Gm22953
		Gm23951
		Mir302d
		Gm25582
		Gm24155
		Mir7010
		n-R5s79
		Zfp51
		Mir3620
		Gm24911
		n-R5s62
		Gm23181
		Mir6400
		Gm24235
		Mir203
		Gm24521
2610318N02Rik	2610318N02Rik	2610318N02Rik
		Gm22144
		Gm23831
RF00606	RF00606	Snord93
		n-R5s113
		Gm22927
		Gm27353
		Snord68
		Gm26150
		Gm23779
		Gm23012
		Gm22823
		Mir6925
		Gm25382
		Mir452
		Gm23904
		Mir6965
		Gm22949
		Gm23972
		Snord116l3
		4933427I04Rik
RF02248	RF02248	Gm27610
		Gm23803
		Gm26047
		Gm22321
		Mir703
		Gm21170
		Gm44310
		Snora33
RF02164	RF02164	Gm27913
		Gm22884
		Gm3618
		Gm25817
		Gm24918
		Mir5132
		Gm25791
		Gm23270
		Gm22015
		Gm22911
		Mir383
		Gm20939
		Gm24999
Ccdc188	Ccdc188	Ccdc188
		Gm23079
		Mir6949
		Gm27690
		Gm25764
		n-R5s158
		Gm44349
		Gm25794
		Mir23b
		Gm24267
		Ccdc178
		Gm27301
Hs3st6	Hs3st6	Hs3st6
RF00302	RF00302	Gm22807
		Mir6973b
		Gm24031
		Gm23190
		Gm25076
		Gm24384
		Gm22544
RF00105	RF00105	Gm25988
		Gm27438
RF00024	RF00024	Terc
		Gm23465
		Gm44493
		Gm23127
		Gm25771
		Gm26317
		Gm22067
		Gm24038
		Mir3099
		Gm23400
		Mir1932
Lztr1	Lztr1	Lztr1
RF00277	RF00277	Snord49a
RF00608	RF00608	Snord99
		Gm25675
		Mir6342
		Gm23859
		Gm25358
		Gm24621
Scyl1	Scyl1	Scyl1
	Atrnl1	Atrnl1
		Mir7212
		Gm10283
		Mir7219
		Mir7684
RF00105	RF00105	Gm25462
		Gm24816
	Ctnna1	Ctnna1
		Gm26496
		Gm23159
		Gm24475
		Gm23340
		Mir7067
		Gm22939
		Mir6919
		Gm24526
RF00105	RF00105	Gm23618
Zfp869	Zfp869	Zfp869
Cramp1l	Cramp1l	Cramp1l
		Mir691
		Gm23673
		Gm25915
		Gm27617
		Gm22761
		Gm24888
		Mir5617
		Gm22207
		Gm25387
		Gm25604
		Gm25767
		Gm25249
		Gm22920
		Gm23276
		Gm24720
		Gm27449
		Gm23149
		Gm24690
RF01947	RF01947	Gm27389
		Gm22236
		Mir7027
		Mir369
		Gm26326
		Mir151
		Gm23882
		Gm23917
RF00611	RF00611	Snord111
		Mir7678
		Gm10025
		Gm22180
		Gm22808
		Gm26232
		Gm44319
		Gm23039
		Mir744
		Gm22639
		Gm23622
		Gm24030
		Gm47311
	Krtap24-1	Krtap24-1
		Gm24316
RF02142	RF02142	Gm27543
		Gm25201
RF02159	RF02159	Gm28016
		Gm22935
		Gm24099
Fech	Fech	Fech
		Gm24406
		Gm44397
RF00105	RF00105	Gm22274
		Mir149
		Gm44385
		Gm26006
		Gm23845
		Mir2861
		Gm26248
		Mir653
		Gm25442
		Gm25698
		Gm23219
		Gm25851
		Gm26249
		Gm25625
		Gm23234
		Gm22492
		Gm26034
		Mir3108
		Gm24136
		Gm23000
		Gm27284
		Mir331
		Gm25877
		Mir6920
Catsperd	Catsperd	Catsperd
		Gm23736
		Gm25189
		Gm23272
		n-R5s141
	Fzd8	Fzd8
		Gm23453
		Gm23189
		n-R5s205
		Gm25471
		Gm23038
		Mir741
		Gm22433
		Gm24377
		Gm24554
		Mir466c-2
		Gm24687
		Gm25010
		Gm25198
		Gm24097
		Gm24998
		n-R5s54
		Gm23872
		Snora26
		Mir5101
Impact	Impact	Impact
		Gm23121
		Gm24561
		Gm44355
		Gm26328
		Gm22765
		Gm24520
		Gm25378
		Gm26288
		n-R5s43
		Mir465d
		Mir365-1
Pcgf6	Pcgf6	Pcgf6
		n-R5s136
		Gm22722
		Mir212
		Gm22686
Sap130	Sap130	Sap130
RF00105	RF00105	Gm25194
		Gm26135
		Mir3544
		Gm27618
		Gm26138
		Mir6356
		Snord12
		Gm24130
Rab18	Rab18	Rab18
		Gm23458
		Gm23054
		Gm24913
		Gm25036
		Gm10217
		Gm24509
		n-R5s218
		Gm22334
		n-R5s159
		Gm25679
		Mir34a
RF00582	RF00582	Gm24289
		Gm24598
		Gm22711
Hbegf	Hbegf	Hbegf
		AC168977.1
RF01848	RF01848	Rnu3b3
		Gm25336
Commd10	Commd10	Commd10
		Gm22604
		Gm23579
Cdc25c		Cdc25c
		Gm26394
		Snord100
		Zfp820
		Gm22170
		Gm27851
Top3b	Top3b	Top3b
		Gm24414
Atp6v0e	Atp6v0e	Atp6v0e
		Mir6541
		Rnu6
		Gm22709
		Gm25557
RF02089	RF02089	Gm27793
		Gm27601
		Gm22395
		Gm21852
		Mir7221
Elob	Elob	Elob
Gpr151	Gpr151	Gpr151
		Mir505
		Mir466j
		Gm21900
		Gm25243
		Gm22860
		Mir702
		Gm26443
		Btbd35f25
		Mir297-1
		Gm23485
		Pnldc1
Gnptg	Gnptg	Gnptg
		Mir30c-1
		Grpel2
		Mir5127
		Mir3061
	Fam170a	Fam170a
		Gm24754
		Gm24412
Lrrc30	Lrrc30	Lrrc30
Pdia5	Pdia5	Pdia5
		Gm22518
RF02120	RF02120	Gm27987
Zfp608	Zfp608	Zfp608
		Gm6899
		Gm47286
		Gm23632
		Gm23776
		Gm47287
		Snord116l15
		AC133103.3
		Gm23557
Slc8a1	Slc8a1	Slc8a1
		Gm44382
		Gm23195
		Gm23035
		Gm25687
		Gm24135
		Gm24187
		Gm26233
		4921524L21Rik
		Gm22631
		Gm23837
		Gm22100
		Gm25789
Meiob	Meiob	Meiob
		Gm44383
		Gm10042
	Scarf2	Scarf2
	Zdhhc8	Zdhhc8
		Gm22558
		BC117090
		Gm26020
		Gm11077
B4galt6	B4galt6	B4galt6
		AC154296.1
Pfdn1	Pfdn1	Pfdn1
		Gm26257
Chsy3	Chsy3	Chsy3
		Gm23104
		Dynlt1f
		Gm21866
		Gm23327
Mlst8	Mlst8	Mlst8
	Neto1	Neto1
		Rpl10-ps2
		Gm24061
Tubb6	Tubb6	Tubb6
		Gm9805
Krtap22-2	Krtap22-2	Krtap22-2
		Gm23182
		Gm9772
		Gm23156
		Gm10382
		Snord116l17
		Mir6410
	Rttn	Rttn
Hmgxb3	Hmgxb3	Hmgxb3
		Mir7689
		Gm25366
		Gm5453
		n-R5s155
Yipf5	Yipf5	Yipf5
Dand5	Dand5	Dand5
		Gm27672
		Esp4
		Gm6365
		Gm25143
		9330132A10Rik
		Gm25406
		Gm23756
		Gm6030
		Gm24296
		Mir8100
		Gm24892
		Gm23997
	Gm10645	Gm10645
		Dynlt1
		Gm24929
		Gm22707
Cpox	Cpox	Cpox
		Gm25993
		Gm16686
		Gm24764
Thap7	Thap7	Thap7
Gtf2f1	Gtf2f1	Gtf2f1
Map3k13	Map3k13	Map3k13
		Cdc5l
		Gm25655
	Epb41l4a	Epb41l4a
Pggt1b	Pggt1b	Pggt1b
		Mir7081
		Gm25125
	Gm10306	Gm10306
		Gm27510
		Gm24184
Arap3	Arap3	Arap3
RF01950	RF01950	Gm27539
		Mir3083
RF00287	RF00287	Gm23212
		Gm23989
		Mir344c
		Gm25153
		Gm24839
		Gm25981
		Gm24565
		Gm25613
		Gm26048
		Gm25595
		Gm44365
Il17b	Il17b	Il17b
		Gm26229
		Gm27785
		Mir6338
		Gm23354
		Mir6343
		Mir1946a
		Gm47303
		Gm23791
		Rnu12
		Gm1968
		Gm23032
		Gm22701
		Gm25856
		Fam205a3
Prelid3a	Prelid3a	Prelid3a
		Gm26063
Mc5r	Mc5r	Mc5r
		Mir3070a
		Mir6395
Pkd2l2	Pkd2l2	Pkd2l2
		Gm26099
		Gm26058
		Gm24242
Krtap26-1	Krtap26-1	Krtap26-1
Cidea	Cidea	Cidea
		Gm25167
		Gm23992
		Gm24831
Pard6g	Pard6g	Pard6g
		Snord116l11
		Mir7044
		Snora75
		Gm17304
		Gm22472
		Mir411
		Gm25301
		Ctif
		Stfa2
		Mirlet7c-2
RF00105	RF00105	Gm23449
		AC125149.2
Yeats2	Yeats2	Yeats2
		Gm23059
		Gm25434
		Gm17333
		Gm23078
		Gm23409
RF00086	RF00086	Gm24452
		Gm22864
		Gm10229
		Gm10801
Hspbap1	Hspbap1	Hspbap1
		Gm25950
		Gm24152
RF01191	RF01191	Gm24837
		Mir1894
		Mir1901
		Mir3087
		Mir688
		Gm24900
		Gm25643
		Esp8
		Mir3470b
Ubtd1	Ubtd1	Ubtd1
		Gm23251
		Gm24747
		Gm26195
		Gm25829
		Gm25093
		Gm23799
Lonp1	Lonp1	Lonp1
		Gm23231
		2410024N13Rik
		Gm24046
Slc37a1	Slc37a1	Slc37a1
		Gm11116
		Gm24596
		Gm24996
RF00281	RF00281	Snord47
		Gm22325
		Gm25882
		Gm23826
Prepl	Prepl	Prepl
		Mir7082
		Gm24032
Tbc1d10c	Tbc1d10c	Tbc1d10c
RF00105	RF00105	Gm25089
		Gm24842
	Cyp1b1	Cyp1b1
Nit2	Nit2	Nit2
		Gm23877
		Gm22906
		Gm24389
		Gm23948
		Gm24028
		Gm24194
		Gm22740
	Cnnm2	Cnnm2
		Gm25760
		Gm22535
		Gm25982
		Gm22962
		Gm24499
		Mir330
		Gm24140
RF00189	RF00189	Gm25296
		Mir181b-1
		Mir466b-7
		Gm24677
		Gm25758
		Gm24460
Cox14	Cox14	Cox14
		Mir6977
Sod2		Sod2
RF00607	RF00607	Snord98
		Mir7228
		Gm22371
		Gm27631
Xrcc5	Xrcc5	Xrcc5
		Mir6377
		Gm25399
		Gm23102
		Gm22616
Tmem173	Tmem173	Tmem173
		Gm47304
		Gm25931
RF00325	RF00325	Gm22858
RF00274	RF00274	Snord57
		Gm17542
		Gm25060
		Gm26190
		Gm26133
Npas4	Npas4	Npas4
		Gm25978
		Gm22074
		Gm8334
		Gm22692
		Mir491
		Mir7039
		Mir669a-6
		Mir294
		Gm25920
		Gm25722
		Gm22716
		n-R5s72
		Mir8106
		Gm26181
		Gm22496
RF00421	RF00421	Gm22459
Slc25a27	Slc25a27	Slc25a27
		Mir5134
		Gm23089
		Gm25770
		Gm26097
		Gm23292
		Gm22347
		Gm24924
		Esp23
		Gm23666
		Gm24197
		Mir7218
		Gm23164
		Gm44300
Dennd1c	Dennd1c	Dennd1c
RF00105	RF00105	Gm26096
Pola2	Pola2	Pola2
		Gm27952
		Gm25707
RF00392	RF00392	Snora5c
		Mir7022
		Gm23935
		Gm44497
		Gm23576
		AC126035.1
		Gm22337
		Gm22657
	Ahnak	Ahnak
		Mir6354
		Gm25064
		Gm24757
		Gm22831
		Gm25986
		Mir1198
		Mir3085
		Gm21679
		Gm24123
		Gm24400
		Mir19b-2
		Gm26297
		Gm23450
Lama1	Lama1	Lama1
		Gm26007
		Gm27853
		Txndc2
Calhm1	Calhm1	Calhm1
		Gm5513
		Gm26078
		Gm26044
		Mir450-1
		Gm24138
		Gm9992
Slc29a2	Slc29a2	Slc29a2
		Mir7014
		Gm22975
		Gm21776
	Scand1	Scand1
		Gm27813
		Gm26182
		Gm27997
RF01964	RF01964	Gm27419
Spry3	Spry3	Spry3
		Gm22767
		Gm27355
		Gm24859
		Gm23835
		Gm25875
		Mir3473d
		Mir6404
Casp1	Casp1	Casp1
		Gm24213
		Gm26308
RF02205	RF02205	Gm27308
		Gm44377
		Gm22450
		Gm22019
		n-R5s198
		Gm23016
		Spin2f
		Mir344d-3
		Gm23370
RF02189	RF02189	Gm27542
		Mir26b
	Patl1	Patl1
		Mir6952
		Gm26501
		Gm25207
		Gm22714
		Gm25464
		Gm23080
	Prr16	Prr16
		Mir1962
		Mir291b
		Gm24385
		Gm23503
		Gm23167
	Gm9970	Gm9970
		Gm25376
		Gm22841
Prss29	Prss29	Prss29
		Gm25936
		Gm9944
		Gm22832
		Gm26106
		4933415A04Rik
		Gm25042
		Mir6384
		AF357425
		Gm24151
	Bambi	Bambi
		9430025C20Rik
		Mir7043
		Mir6958
		Gm2564
	Ccny	Ccny
		Gm23015
		Gm23834
		Gm25160
		Gm24522
		Mir669i
Rpusd1	Rpusd1	Rpusd1
		Mir1905
Retnlb	Retnlb	Retnlb
		Gm22088
		Gm25420
		Gm22453
Slc22a1	Slc22a1	Slc22a1
		Gm44357
		Gm22857
		Gm23762
		Gm23605
	Papss2	Papss2
		Gm23302
		Gm24723
Retnlg	Retnlg	Retnlg
		Gm25018
		Gm23823
		Gm10591
		Gm24692
		Gm23959
		Gm26349
Pias2	Pias2	Pias2
		Gm23928
		Gm17662
		Gm22150
		Gm24735
		Ccl21b
		Gm26170
		Gm27811
		Gm24017
Yif1a	Yif1a	Yif1a
		Mir1900
		Gm25837
	Uqcc3	Uqcc3
		Mir133c
		Slc22a28
		Mir466c-1
		Gm23709
		Gm22787
		Zfp52
		Gm23772
		Mir325
RF00105	RF00105	Gm25742
		n-R5s1
Smpd4	Smpd4	Smpd4
Gm3443	Gm3443	Gm3443
		Mir700
		Gm23545
		Gm23355
Plekhh2	Plekhh2	Plekhh2
		Iigp1
		Gm22046
		Gm23659
		Rab11b-ps2
Cndp2	Cndp2	Cndp2
		Mir1970
	Rax	Rax
		Gm23391
		Gm24225
		AC087559.3
		Mir6372
		Gm22364
		Gm23108
		Gm23716
		Gm23743
		Gm23376
	Cbwd1	Cbwd1
		Mir6898
	Myom1	Myom1
		Gm22062
		Gm25454
		Gm22850
Apcdd1	Apcdd1	Apcdd1
		Fth1
		Gm24447
Rnf151	Rnf151	Rnf151
		Mir6239
		Mir7070
		Mir3086
		Mir376a
Mppe1	Mppe1	Mppe1
RF00604	RF00604	Snord88a
		Gm23291
		Mir199b
		1700024J04Rik
		Mir21c
		Gm24333
		Gm24549
		Mir6348
RF00012	RF00012	Rnu3b2
		Mir184
		Mir6380
		Gm23604
		Snord1a
		Gm44403
		AC125149.1
		Snora57
		Gm23550
		n-R5s215
		Mir1929
		Mir34c
	9130213A22Rik	9130213A22Rik
		Gm25033
		Gm24004
		Cypt14
		Gm44463
		Rnu1b2
		Gm24616
		Mir7072
		Gm24086
		Gm27441
		Mir299a
Mrpl43	Mrpl43	Mrpl43
		Gm27564
		Gm24959
		n-R5s40
RF00070	RF00070	Gm24633
Tpsb2	Tpsb2	Tpsb2
		Gm22881
		Snora35
		n-R5s19
		Snord116l2
		Gm25472
Ska1	Ska1	Ska1
		Gm27656
Ddb1	Ddb1	Ddb1
		Gm26019
		Gm21882
		Gm24517
		Gm24775
		Snora17
		Fabp5l2
		Gm23214
Ltn1	Ltn1	Ltn1
		n-R5s213
		Gm27680
		Gm22248
		Gm27896
		Gm24733
		Gm22573
RF00138	RF00138	Snord16a
		Gm22106
		Srsx
		Gm24019
		Mir375
RF02091	RF02091	Gm27545
		Gm22983
		Gm23067
		Gm23753
		Gm22224
		Gm25123
		Mir6386
		Gm23442
		Mir128-2
		Gm24319
		Gm25653
		Gm27964
		CAAA01098150.1
		Gm26423
		n-R5s67
		n-R5s108
		Gm24132
		Mir7047
		Gm24949
		Gm25541
Mir5125	Mir5125	Mir5125
		Gm22646
		Mir3094
		Gm22434
		Gm22500
		Gm25538
		Dppa2
		Gm23069
		Gm22699
		Gm22643
		Mirlet7b
Stip1	Stip1	Stip1
		Mir5135
		n-R5s94
RF00071	RF00071	Snord73a
		Mir7076
		Gm25702
		Gm22960
		n-R5s179
Epg5	Epg5	Epg5
		Gm24503
		Gm26356
		Gm22957
		Mir3060
		Gm24828
		Gm22053
		Gm23468
		Gm22297
RF00421	RF00421	Gm22615
		Gm25617
RF00153	RF00153	Gm22192
		Gm23698
		Mir185
		Mir669n
		Gm22868
		Gm26027
		Gm24599
		Gm25572
Afg3l2	Afg3l2	Afg3l2
		Gm23943
		Mir3106
		Gm25435
		Gm25421
		Gm25223
		Gm22651
		Gm23802
		Gm26412
		Gm22101
		Gm24706
		Gm26329
U2af1		U2af1
		Gm22190
		Gm22478
		Gm23505
		Gm24162
		Gm25147
		Gm24113
		Gm25857
		Gm22852
		Gm27773
		Mir467b
		Gm24666
		Gm25715
		Mir124a-2
		Gm22937
		Gm25092
		Gm25280
		Mir1902
		Gm23158
		n-R5s130
		n-R5s69
		Gm25629
		Mir196b
		Gm24771
		Gm22108
Dntt	Dntt	Dntt
		Gm24430
Mxi1	Mxi1	Mxi1
		Gm22634
Nxpe3	Nxpe3	Nxpe3
		Gm23707
RF00105	RF00105	Gm25840
		Gm24343
RF00105	RF00105	Gm22640
		Gm44477
		Gm22732
Slc22a2	Slc22a2	Slc22a2
		Gm25133
		Gm25796
		Gm25186
		Gm27551
		Mir6353
		Gm24638
		Mir6335
	Tmx3	Tmx3
		Gm24286
		Gm27926
		Gm25666
		Mir3088
		Gm23542
		Mir6374
		Gm25723
		Gm24922
RF00377	RF00377	Snord8
		Gm22385
RF01877	RF01877	Gm27998
		Gm25100
		Gm22628
		Gm24884
		Mir290b
BC027072	BC027072	BC027072
RF00105	RF00105	Gm25156
		Gm26036
		Gm22493
		Gm27639
		Gm22706
		Gm25788
		Gm26354
		Mir466l
Adgre1		Adgre1
		Gm25128
		Gm22360
Banf1	Banf1	Banf1
		Gm25624
		Gm25860
Aars2	Aars2	Aars2
		Il11ra2
Rpl36	Rpl36	Rpl36
		Mir669a-8
		Gm25600
		Gm22838
		Gm44333
		Gm22576
		Gm27607
		Gm9812
		n-R5s36
		Mir211
		AC165294.3
		Gm22751
		Gm22597
Slc3a1	Slc3a1	Slc3a1
		Vmn1r216
		Gm25058
	Spink1	Spink1
		Gm23209
		Gm24164
		Gm10434
		Gm17661
RF00275	RF00275	Gm23650
		Gm22073
	Incenp	Incenp
		Gm22993
		Gm23847
Dmrt3	Dmrt3	Dmrt3
Fas	Fas	Fas
		Gm24448
	Borcs7	Borcs7
		Gm22738
		Gm22036
		Gm10794
		Gm44353
Armc4	Armc4	Armc4
		Gm22121
		Gm10849
		Gm22620
		Gm23180
Slc35g1	Slc35g1	Slc35g1
Zfp598	Zfp598	Zfp598
		Gm26164
		Mir5114
		Gm10722
		Mir7680
		Gm10563
		Gm44500
		Gm24909
Haao	Haao	Haao
		Gm24315
		Mir7090
		Gm21800
		Gm23055
		Gm24646
Polr2g		Polr2g
		Mir6240
		Gm23191
	Gm9922	Gm9922
		Gm23977
RF00421	RF00421	Gm23451
		Gm23880
		Gm5160
		Mir449b
		Gm23429
Neurl1a	Neurl1a	Neurl1a
		Gm22887
		Gm25142
		Gm10999
		Gm26217
		Gm22152
Bloc1s2	Bloc1s2	Bloc1s2
		Gm21820
Clec2l	Clec2l	Clec2l
Ankrd2	Ankrd2	Ankrd2
		Gm24883
		Mir138-2
RF01985	RF01985	Gm27676
		Gm9964
		CAAA01118383.1
		Gm24976
		Gm23334
		Gm22918
	Nanos1	Nanos1
		Mir489
		Gm22683
		Gm25975
		Gm22890
		Mir687
		Gm26307
		Mirlet7a-1
Cyp4f14	Cyp4f14	Cyp4f14
		4933412A08Rik
		Gm25371
		Gm25927
		Mir6954
Riok3	Riok3	Riok3
Gm20721	Gm20721	Gm20721
		Gm23585
		Gm22999
Cox8a	Cox8a	Cox8a
		Gm27921
		4930524J08Rik
		Tm9sf3
		Gm25112
		Gm28023
		Btbd35f29
		Gm24719
		Rpl27a-ps2
		Gm25303
		Gm26456
RF00562	RF00562	Gm26079
		Gm22745
		Gm21860
		Gm22264
	Gm26657	Gm26657
	Fahd1	Fahd1
		Mir216a
		Gm23761
RF00279	RF00279	Gm24494
		Gm25300
	D330020A13Rik	D330020A13Rik
		Gm25537
		Gm24268
		Gm27494
		Gm23477
		Gm10184
		Gm22122
		AC132444.4
		Snora9
		Gm23163
Ahsg	Ahsg	Ahsg
		n-R5s204
		Mir1961
		Mir466b-6
		Gm25341
		Krtap19-9a
		Gm23226
		Gm21783
		Gm22533
		Gm10428
		Gm23170
		Gm23999
		Gm9242
		Gm26035
		Gm24154
		Gm25015
		9430097D07Rik
		Gm10750
	Gm9887	Gm9887
	Dsg3	Dsg3
		Gm22654
		Gm27440
		n-R5s48
		Gm25425
		Gm10518
		Mir3473g
		Gm22907
		Gm26402
		Gm24347
		3110018I06Rik
		Gm21863
Casp7	Casp7	Casp7
		Gm23638
		Mir668
		Gm25423
		Gm23764
		Gm5819
RF00105	RF00105	Gm25452
		n-R5s46
		Gm10139
		Gm26134
		Mir666
		Mir467a-5
		Mir540
		Gm17430
		Gm22259
		Gm27731
Tle4	Tle4	Tle4
		Gm22792
		Gm22149
		Gm23061
		Gm21788
		Gm24574
		Gm22418
		Gm27597
		Gm24006
		Gm23971
		Gm25839
Zdhhc14	Zdhhc14	Zdhhc14
		Gm21028
		Gm25361
		Gm23864
		Gm24793
		Gm22897
		Gm23101
		Gm23569
		Gm26727
		Gm23730
		Gm25672
		Gm24082
		Gm25494
		Gm25053
		Mir297b
		Gm2348
		Gm25852
		Mir147
		Gm22136
		Gm23722
		Gm24375
		Gm24278
		Gm26491
		Mir7671
		Gm26024
		Gm24632
		Gm25281
		Gm25610
		Mir450b
Lyl1	Lyl1	Lyl1
		Gm22583
		Mir3068
		Gm22955
		Scarna9
		Gm23615
		Gm22669
		Gm24709
		Gm22786
		AC234645.1
RF00105	RF00105	Gm24759
		Gm24159
		Gm24461
		Mir3112
		Mir883a
		Mir145a
		Mir707
		Gm23047
		Gm23620
		Gm24524
		Mir6903
		Gm10581
		Gm23042
		Gm24898
		Gm26176
		Gm22332
RF00413	RF00413	Snora19
		Gm27668
		Gm23206
		Gm26368
		Gm25284
		Gm24010
		Gm22183
		Mir7074
		Gm10964
Klhdc3	Klhdc3	Klhdc3
		Mir7059
		Gm25334
		Gm24223
		Gm26060
		Gm25627
		Gm24763
RF00563	RF00563	Gm24119
		Gm24451
		Mir669p-2
		Gm24557
		Gm26207
		Gm26504
		Gm24016
		Gm23205
		4930583I09Rik
		Gm23990
		Gm24372
		Gm23027
		Mir7009
		Gm24611
RF02132	RF02132	Gm27605
		Gm23273
		Gm27972
		Gm25212
		Gm22317
		Mir3065
		Mir873b
		Gm22452
		Mir3072
		Gm25528
RF00591		Snord80
		Gm24584
		Mir1906-2
		Gm44354
		Gm24238
		Gm44339
RF00105	RF00105	Gm24219
		Mir5136
		Gm24239
		Gm47281
		Gm25384
		Gm23193
		Mir320
		Gm25292
		Gm25972
		Gm22659
		Gm24379
		Gm23553
Bbs1	Bbs1	Bbs1
		Gm24943
		Gm44338
		Gm24990
		Gm24026
		Gm25038
		Gm26350
	Wnt8a	Wnt8a
		Gm26086
		Rnu11
		n-R5s41
		Gm24072
		Gm23655
		Gm24737
RF01946	RF01946	Gm27395
		Mir344h-2
		Mir135b
		n-R5s129
		Gm22731
Pla1a	Pla1a	Pla1a
		Gm23598
		Gm24112
		Gm10478
		Gm25004
		Gm24977
		Gm25971
	RF02180	Gm27762
RF00105	RF00105	Gm24566
		Gm24487
		n-R5s12
		Gm44352
		Gm23530
		Gm26028
		Gm25779
		Gm25919
		Gm22690
		Gm23020
		Gm24848
		Mir8101
		Gm25942
		Gm25241
		Gm23554
		Gm26149
		Gm44320
		Gm24685
		Mir5622
		Gm24617
		Gm24022
		Gm23613
RF00096	RF00096	Snord118
		Gm27326
Sipa1	Sipa1	Sipa1
Cabp4	Cabp4	Cabp4
		Mir1953
		Gm23022
		Gm26026
		Gm23377
		Mir3107
		Gm22473
		Gm24713
		Gm25342
		Gm44492
		Gm22063
		n-R5s82
		Gm22191
		Mir7653
		Mir872
		Gm24470
		Gm25078
		Gm26421
		Mir381
		Gm24359
RF00613	RF00613	Gm22486
		Gm1604a
		Gm23790
		Gm23879
		Gm26325
		Mir327
		Gm23461
		Gm24813
Crkl	Crkl	Crkl
		Gm22901
		Gm26061
		Gm23093
		Mir335
		B230104I21Rik
		Cd80
		n-R5s168
		Gm22619
		Gm23911
		Gm44364
		Gm23050
		Gm27306
		Mir882
		Gm22915
		Gm22553
		Gm25211
		Mir767
		Gm22411
		Mir669a-10
		Mir7031
		Gm44471
		Mir7222
		Snord38a
		Gm23892
		Gm22326
		Mir129-2
RF01229	RF01229	Gm25394
		Gm25083
RF01871	RF01871	Gm27694
Arl14epl		Arl14epl
		Mir694
Zfp53		Zfp53
		Gm27653
		Gm24889
		Gm24321
		Gm25717
		Gm24865
		Rn7sk
		Gm24042
Rab1b	Rab1b	Rab1b
		Mir6944
		Gm25773
		Gm44323
		Gm26012
Fam13b		Fam13b
		n-R5s128
		Gm24039
		Gm24797
		Gm23875
		Gm26167
		Gm22013
		Gm26083
		Mir6995
		Gm24868
		Mir6931
		Mir466n
		Gm24466
		Mir148a
		Gm25513
		Gm25783
		n-R5s100
